tmdb_id,title,director,top_cast,genres,release_date,budget
9819,Marvin's Room,Jerry Zaks,"Meryl Streep, Diane Keaton, Leonardo DiCaprio, Robert De Niro, Hume Cronyn, Gwen Verdon, Hal Scardino, Dan Hedaya, Margo Martindale, Cynthia Nixon, Kelly Ripa, John Callahan, Olga Merediz, Joe Lisi, Steve DuMouchel",Drama,1996-12-18,23000000
8619,Master and Commander: The Far Side of the World,Peter Weir,"Russell Crowe, Paul Bettany, James D'Arcy, Robert Pugh, David Threlfall, Lee Ingleby, Max Pirkis, Max Benitz, Billy Boyd, Edward Woodall, Chris Larkin, George Innes, Richard McCabe, Mark Lewis Jones, Jack Randall","Adventure, Drama, War",2003-11-14,150000000
4566,Michael Clayton,Tony Gilroy,"George Clooney, Tom Wilkinson, Tilda Swinton, Sydney Pollack, Michael O'Keefe, Ken Howard, Sean Cullen, Merritt Wever, Austin Williams, Robert Prescott, Terry Serpico, David Lansbury, Bill Raymond, David Zayas, Christopher Mann","Drama, Thriller, Crime",2007-09-28,25000000
10139,Milk,Gus Van Sant,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna, James Franco, Alison Pill, Victor Garber, Denis O'Hare, Joseph Cross, Stephen Spinella, Boyd Holbrook, Lucas Grabeel, Jeff Koons, Brent Corrigan, Dave Franco","History, Drama",2008-11-05,20000000
70,Million Dollar Baby,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Anthony Mackie, Margo Martindale, Riki Lindhome, Michael Peña, Benito Martinez, Bruce MacVittie, David Powledge, Joe D'Angerio",Drama,2004-12-05,30000000
504,Monster,Patty Jenkins,"Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen, Annie Corley, Pruitt Taylor Vince, Marco St. John, Marc Macaulay, Scott Wilson, Rus Blackwell, Tim Ware, Stephan Jones, Brett Rice, Kaitlin Riley, Cree Ivey","Crime, Drama",2003-12-24,8000000
1365,Monster's Ball,Marc Forster,"Billy Bob Thornton, Heath Ledger, Halle Berry, Sean Combs, Yasiin Bey, Will Rokos, Milo Addica, Coronji Calhoun, Peter Boyle, Taylor Simpson, Gabrielle Witcher, Amber Rules, Charles Cowan Jr., Taylor LaGrange, Anthony Bean","Drama, Romance",2001-12-26,4000000
824,Moulin Rouge!,Baz Luhrmann,"Ewan McGregor, Nicole Kidman, John Leguizamo, Jim Broadbent, Richard Roxburgh, Garry McDonald, Jacek Koman, Matthew Whittet, Kerry Walker, Caroline O'Connor, Christine Anu, Natalie Mendoza, Lara Mulcahy, David Wenham, Kylie Minogue","Drama, Romance, Music",2001-05-18,52500000
17589,Mrs Brown,John Madden,"Judi Dench, Billy Connolly, Geoffrey Palmer, Antony Sher, Gerard Butler, Richard Pasco, David Westhead, Georgie Glen, Sara Stewart, Finty Williams, Oliver Ford Davies, Delia Lindsay, Bridget McConnell, Claire Nicolson, Hattie Ladbury","Drama, History, Romance",1997-07-18,0
10773,Mrs. Henderson Presents,Stephen Frears,"Judi Dench, Bob Hoskins, Will Young, Christopher Guest, Kelly Reilly, Thelma Barlow, Anna Brewster, Rosalind Halstead, Sarah Solemani, Natalia Tena, Thomas Allen, Richard Syms, Ralph Nossek, Camille O'Sullivan, Doraly Rosen","Comedy, Drama",2005-09-08,20000000
1018,Mulholland Drive,David Lynch,"Naomi Watts, Laura Harring, Justin Theroux, Ann Miller, Mark Pellegrino, Robert Forster, Dan Hedaya, Angelo Badalamenti, Patrick Fischler, Brent Briscoe, Michael Cooke, Monty Montgomery, Lee Grant, James Karen, Chad Everett","Thriller, Drama, Mystery",2001-06-06,15000000
612,Munich,Steven Spielberg,"Eric Bana, Daniel Craig, Ciarán Hinds, Mathieu Kassovitz, Hanns Zischler, Ayelet Zurer, Geoffrey Rush, Gila Almagor, Michael Lonsdale, Mathieu Amalric, Moritz Bleibtreu, Valeria Bruni Tedeschi, Meret Becker, Marie-Josée Croze, Yvan Attal","Drama, Action, History, Thriller",2005-12-23,70000000
26149,Music of the Heart,Wes Craven,"Meryl Streep, Aidan Quinn, Angela Bassett, Gloria Estefan, Cloris Leachman, Josh Pais, Jane Leeves, Kieran Culkin, Charlie Hofheimer, Jay O. Sanders, Henry Dinhofer, Michael Angarano, Robert Ari, Teddy Coluca, Barbara Gonzalez","Drama, Music",1999-10-29,27000000
322,Mystic River,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark, Andrew Mackin, Adam Nelson, Robert Wahlberg, Jenny O'Hara, John Doman","Thriller, Crime, Drama, Mystery",2003-10-08,25000000
10197,Nine,Rob Marshall,"Daniel Day-Lewis, Marion Cotillard, Penélope Cruz, Nicole Kidman, Judi Dench, Sophia Loren, Kate Hudson, Fergie, Ricky Tognazzi, Enzo Cilenti, Giuseppe Cederna, Elio Germano, Andrea Di Stefano, Roberto Nobile, Amy Bailey","Drama, Music, Romance",2009-12-03,80000000
6977,No Country for Old Men,"Joel Coen, Ethan Coen","Javier Bardem, Tommy Lee Jones, Josh Brolin, Woody Harrelson, Kelly Macdonald, Garret Dillahunt, Tess Harper, Barry Corbin, Stephen Root, Rodger Boyce, Beth Grant, Ana Reeder, Kit Gwin, Zach Hopkins, Chip Love","Crime, Thriller, Western",2007-11-09,25000000
9701,North Country,Niki Caro,"Charlize Theron, Frances McDormand, Woody Harrelson, Sean Bean, Jeremy Renner, Richard Jenkins, Sissy Spacek, Thomas Curtis, Elle Peterson, Michelle Monaghan, Linda Emond, James Cada, Xander Berkeley, John Aylward, Corey Stoll",Drama,2005-02-12,35000000
1259,Notes on a Scandal,Richard Eyre,"Judi Dench, Cate Blanchett, Bill Nighy, Andrew Simpson, Phil Davis, Michael Maloney, Juno Temple, Max Lewis, Joanna Scanlan, Julia McKenzie, Shaun Parkes, Tom Georgeson, Emma Kennedy, Syreeta Kumar, Wendy Nottingham","Drama, Romance",2006-12-25,15000000
53113,One True Thing,Carl Franklin,"Meryl Streep, Renée Zellweger, William Hurt, Tom Everett Scott, Lauren Graham, Nicky Katt, James Eckhouse, Patrick Breen, Gerrit Graham, David Byron, Stephen Peabody, Lizbeth MacKay, Mary Catherine Wright, Sloane Shelton, Michele Shay","Drama, Romance",1998-09-18,0
1550,Pieces of April,Peter Hedges,"Katie Holmes, Derek Luke, Patricia Clarkson, Oliver Platt, Alison Pill, John Gallagher Jr., Alice Drummond, Lillias White, Isiah Whitlock Jr., Vitali Baganov, Adrian Martinez, Susan Bruce, Jamari Richardson, Leila Danette, Stephen Chen","Comedy, Drama",2003-10-17,300000
22,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Damian O'Hare, Giles New, Angus Barnett, David Bailie, Michael Berry Jr., Isaac C. Singleton, Jr., Kevin McNally","Adventure, Fantasy, Action",2003-07-09,140000000
12509,Pollock,Ed Harris,"Ed Harris, Marcia Gay Harden, Tom Bower, Jennifer Connelly, Bud Cort, John Heard, Val Kilmer, David Leary, Robert Knott, Stephanie Seymour, Molly Regan, Sada Thompson, Eulala Scheel, Matthew Sussman, Amy Madigan","Drama, History",2000-09-06,6000000
25793,Precious: Based on the Novel 'Push' by Sapphire,Lee Daniels,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey, Sherri Shepherd, Lenny Kravitz, Stephanie Andujar, Chyna Layne, Amina Robinson, Xosha Roquemore, Angelic Zambrana, Aunt Dot, Nealla Gordon, Grace Hightower, Barret Helms",Drama,2009-11-06,10000000
4348,Pride & Prejudice,Joe Wright,"Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Rosamund Pike, Carey Mulligan, Jena Malone, Talulah Riley, Donald Sutherland, Simon Woods, Judi Dench, Tom Hollander, Rupert Friend, Kelly Reilly, Claudie Blakley, Penelope Wilton","Drama, Romance",2005-09-16,28000000
1592,Primal Fear,Gregory Hoblit,"Richard Gere, Laura Linney, Edward Norton, John Mahoney, Alfre Woodard, Frances McDormand, Terry O'Quinn, Andre Braugher, Steven Bauer, Joe Spano, Tony Plana, Stanley Anderson, Maura Tierney, Jon Seda, Reg Rogers","Crime, Drama, Mystery, Thriller",1996-03-06,30000000
9440,Primary Colors,Mike Nichols,"John Travolta, Emma Thompson, Billy Bob Thornton, Adrian Lester, Maura Tierney, Paul Guilfoyle, Larry Hagman, Kathy Bates, Diane Ladd, Rebecca Walker, Caroline Aaron, Tommy Hollis, Rob Reiner, Ben Jones, J.C. Quinn","Drama, Comedy",1998-03-20,65000000
10876,Quills,Philip Kaufman,"Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine, Billie Whitelaw, Patrick Malahide, Amelia Warner, Jane Menelaus, Stephen Moyer, Tony Pritchard, Michael Jenn, Danny Babington, George Antoni, Stephen Marcus, Elizabeth Berrington",Drama,2000-11-22,13500000
14976,Rachel Getting Married,Jonathan Demme,"Anne Hathaway, Rosemarie DeWitt, Bill Irwin, Debra Winger, Tunde Adebimpe, Mather Zickel, Anna Deavere Smith, Anisa George, Robyn Hitchcock, 'Sister' Carol East, Beau Sia, Carol Jean Lewis, Fab 5 Freddy, Andre B. Blake, Roger Corman","Drama, Romance",2008-09-03,12000000
1677,Ray,Taylor Hackford,"Jamie Foxx, Kerry Washington, Regina King, Harry Lennix, Clifton Powell, Bokeem Woodbine, Sharon Warren, C.J. Sanders, Curtis Armstrong, Richard Schiff, Larenz Tate, Terrence Howard, David Krumholtz, Wendell Pierce, Aunjanue Ellis-Taylor","Drama, Music",2004-10-29,40000000
641,Requiem for a Dream,Darren Aronofsky,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans, Christopher McDonald, Louise Lasser, Marcia Jean Kurtz, Janet Sarno, Suzanne Shepherd, Joanne Gordon, Charlotte Aronofsky, Mark Margolis, Michael Kaycheck, Jack A. O'Connell, Chas Mastin","Crime, Drama",2000-10-06,4500000
4148,Revolutionary Road,Sam Mendes,"Leonardo DiCaprio, Kate Winslet, Kathy Bates, Michael Shannon, Kathryn Hahn, David Harbour, Dylan Baker, Richard Easton, Zoe Kazan, Jay O. Sanders, Max Baker, Max Casella, Christopher Fitzgerald, Jonathan Roumie, Neal Bledsoe","Drama, Romance",2008-12-19,35000000
4147,Road to Perdition,Sam Mendes,"Tom Hanks, Paul Newman, Jude Law, Tyler Hoechlin, Daniel Craig, Stanley Tucci, Jennifer Jason Leigh, Liam Aiken, Dylan Baker, Ciarán Hinds, David Darlow, Kevin Chamberlin, Doug Spinuzza, Kurt Naebig, Duane Sharp","Crime, Drama, Thriller",2002-07-12,80000000
857,Saving Private Ryan,Steven Spielberg,"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper, Adam Goldberg, Vin Diesel, Giovanni Ribisi, Jeremy Davies, Matt Damon, Ted Danson, Paul Giamatti, Dennis Farina, Joerg Stadler, Max Martini, Dylan Bruno","War, Drama, History",1998-07-24,70000000
4464,Seabiscuit,Gary Ross,"Tobey Maguire, David McCullough, Jeff Bridges, Chris Cooper, Elizabeth Banks, Gary L. Stevens, Eddie Jones, William H. Macy, Royce D. Applegate, Chris McCarron, Michael Ensign, Jesse Hernandez, Paul Vincent O'Connor, Ed Lauter, Michael O'Neill","Drama, History",2003-07-22,87000000
11159,Secrets & Lies,Mike Leigh,"Brenda Blethyn, Marianne Jean-Baptiste, Timothy Spall, Phyllis Logan, Claire Rushbrook, Lee Ross, Lesley Manville, Elizabeth Berrington, Michele Austin, Ron Cook, Trevor Laird, Brian Bovell, Emma Amos, Clare Perkins, Elias Perkins McCook",Drama,1996-05-24,4500000
11826,Sexy Beast,Jonathan Glazer,"Ray Winstone, Ben Kingsley, Ian McShane, Amanda Redman, James Fox, Cavan Kendall, Julianne White, Álvaro Monje, Robert Atiko, Nieves del Amo Oruet, Enrique Alemán Fabrega, Gérard Barray, José Maria Cano Ramos, Desirée Erasmus, Santiago Frías Muñoz","Crime, Thriller, Drama",2001-01-12,5000000
10873,Shadow of the Vampire,E. Elias Merhige,"John Malkovich, Willem Dafoe, Udo Kier, Cary Elwes, Catherine McCormack, Eddie Izzard, Aden Gillett, Nicholas Elliott, Ronan Vibert, Sophie Langevin, Myriam Muller, Miloš Hlaváč, Marja-Leena Junker, Derek Kueter, Norman Golightly","Drama, Horror",2000-08-30,8000000
1934,Shakespeare in Love,John Madden,"Joseph Fiennes, Gwyneth Paltrow, Geoffrey Rush, Tom Wilkinson, Judi Dench, Imelda Staunton, Colin Firth, Ben Affleck, Simon Callow, Steven Beard, Jim Carter, Rupert Everett, Martin Clunes, Tim McMullan, Joe Roberts","Romance, History, Comedy",1998-12-11,25000000
7863,Shine,Scott Hicks,"Geoffrey Rush, Noah Taylor, Armin Mueller-Stahl, Lynn Redgrave, Googie Withers, Sonia Todd, Nicholas Bell, John Gielgud, Justin Braine, Chris Haywood, Alex Rafalowicz, Gordon Poole, Danielle Cox, Rebecca Gooden, Marta Kaczmarek",Drama,1996-08-15,5500000
9675,Sideways,Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Marylouise Burke, Jessica Hecht, Missy Doty, M.C. Gainey, Alysia Reiner, Shake Tukhmanyan, Shaun Duke, Robert Covarrubias, Patrick Gallagher, Stephanie Faracy, Joe Marinelli","Comedy, Drama, Romance",2004-10-22,16000000
12498,Sling Blade,Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Natalie Canerday, James Hampton, Robert Duvall, Rick Dial, Brent Briscoe, Christine Renee Ward, Sarah Boss, Kathy Sue Brown, Wendell Rafferty, Bruce Hampton",Drama,1996-08-30,1200000
12405,Slumdog Millionaire,Danny Boyle,"Dev Patel, Freida Pinto, Madhur Mittal, Anil Kapoor, Mahesh Manjrekar, Saurabh Shukla, Irrfan Khan, Ankur Vikal, Tanay Chheda, Ayush Mahesh Khedekar, Ashutosh Lobo Gajiwala, Azharuddin Mohammed Ismail, Tanvi Ganesh Lonkar, Rubina Ali, Raj Zutshi","Drama, Romance",2008-11-12,15000000
6964,Something's Gotta Give,Nancy Meyers,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances McDormand, Amanda Peet, Jon Favreau, Paul Michael Glaser, Rachel Ticotin, Paige Butcher, Tanya Sweet, Kristine Szabo, Daniella van Graas, Tamara Spoelder, Sonja Francis, Vanessa Trump","Drama, Comedy, Romance",2003-12-12,80000000
13885,Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly, Jayne Wisener, Ed Sanders, Gracie May Weldon, Ava May, Jody Halse, Aron Paramor, Lee Whitlock, Nick Haverson","Drama, Horror",2007-12-21,50000000
9684,Sweet and Lowdown,Woody Allen,"Sean Penn, Samantha Morton, Anthony LaPaglia, Uma Thurman, James Urbaniak, John Waters, Gretchen Mol, Denis O'Hare, Molly Price, Brian Markinson, Tony Darrow, Daniel Okrent, Brad Garrett, Kaili Vernoff, Woody Allen","Comedy, Drama, Music",1999-12-03,29750000
231,Syriana,Stephen Gaghan,"George Clooney, Matt Damon, Jeffrey Wright, Chris Cooper, Amanda Peet, William Hurt, Christopher Plummer, Alexander Siddig, Kayvan Novak, Amr Waked, Robert Foxworth, Nicky Henson, Nicholas Art, Steven Hinkle, Daisy Tormé","Drama, Thriller",2005-11-23,50000000
64,Talk to Her,Pedro Almodóvar,"Leonor Watling, Rosario Flores, Javier Cámara, Darío Grandinetti, Mariola Fuentes, Geraldine Chaplin, Pina Bausch, Malou Airaudo, Caetano Veloso, Roberto Álvarez, Elena Anaya, Lola Dueñas, Adolfo Fernández, Ana Fernández, Chus Lampreave","Drama, Romance",2002-03-15,6500000
2895,The Apostle,Robert Duvall,"Robert Duvall, Farrah Fawcett, Miranda Richardson, John Beasley, Walton Goggins, Billy Bob Thornton, June Carter Cash, Billy Joe Shaver, Rick Dial, Todd Allen, William Atlas Cole, Kevin Rankin, Renée Victor, Hunter Hayes, Terence Rosemore",Drama,1997-12-19,5000000
4512,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,"Brad Pitt, Casey Affleck, Sam Rockwell, Paul Schneider, Jeremy Renner, Garret Dillahunt, Sam Shepard, Mary-Louise Parker, Zooey Deschanel, Ted Levine, Michael Parks, Alison Elliott, James Carville, Tom Aldredge, Hugh Ross","Drama, Western",2007-09-20,30000000
2567,The Aviator,Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly, Alec Baldwin, Alan Alda, Ian Holm, Danny Huston, Gwen Stefani, Jude Law, Adam Scott, Matt Ross, Kelli Garner, Frances Conroy, Brent Spiner",Drama,2004-12-17,110000000
22881,The Blind Side,John Lee Hancock,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head, Lily Collins, Ray McKinnon, Kim Dickens, Adriane Lenox, Kathy Bates, Catherine Dyer, Andy Stahl, Tom Nowicki, Libby Whittemore, Brian Hollan, Melody Weintraub",Drama,2009-11-20,29000000
1715,The Cider House Rules,Lasse Hallström,"Tobey Maguire, Charlize Theron, Michael Caine, Delroy Lindo, Paul Rudd, Jane Alexander, Kathy Baker, Erykah Badu, Kieran Culkin, Kate Nelligan, Heavy D, J.K. Simmons, Erik Per Sullivan, Paz de la Huerta, K. Todd Freeman",Drama,1999-12-17,24000000
1985,The Constant Gardener,Fernando Meirelles,"Ralph Fiennes, Rachel Weisz, Danny Huston, Bill Nighy, Pete Postlethwaite, Richard McCabe, Donald Sumpter, Juliet Aubrey, Hubert Koundé, Archie Panjabi, Gerard McSorley, Sidede Onyulo, Anneke Kim Sarnau, Daniele Harford, Packson Ngugi","Drama, Mystery, Thriller",2005-08-31,25000000
6521,The Contender,Rod Lurie,"Joan Allen, Gary Oldman, Jeff Bridges, Christian Slater, Sam Elliott, William Petersen, Saul Rubinek, Philip Baker Hall, Robin Thomas, Kathryn Morris, Mike Binder, Kristen Shaw, Douglas Urbanski, Noah Fryrear, Angelica Page","Drama, Thriller",2000-10-13,20000000
10744,The Cooler,Wayne Kramer,"William H. Macy, Alec Baldwin, Maria Bello, Shawn Hatosy, Ron Livingston, Paul Sorvino, Estella Warren, Arthur J. Nascarella, Joey Fatone, M.C. Gainey, Ellen Greene, Don Scribner, Tony Longo, Richard Israel, Timothy Landfield","Romance, Drama",2003-11-26,4000000
20539,The Crucible,Nicholas Hytner,"Daniel Day-Lewis, Winona Ryder, Paul Scofield, Joan Allen, Bruce Davison, Rob Campbell, Jeffrey Jones, Peter Vaughan, Karron Graves, Charlayne Woodard, Frances Conroy, Elizabeth Lawrence, George Gaynes, Mary Pat Gleason, Robert Breuler","Drama, History",1996-11-27,25000000
4922,The Curious Case of Benjamin Button,David Fincher,"Brad Pitt, Cate Blanchett, Taraji P. Henson, Julia Ormond, Jason Flemyng, Tilda Swinton, Mahershala Ali, Jared Harris, Elias Koteas, Phyllis Somerville, Faune Chambers Watkins, Donna DuPlantier, Jacob Tolano, Earl Maddox, Ed Metzger","Drama, Fantasy, Romance",2008-12-25,150000000
155,The Dark Knight,Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Cillian Murphy, Chin Han, Nestor Carbonell, Eric Roberts, Ritchie Coster, Anthony Michael Hall","Action, Crime, Thriller",2008-07-16,185000000
1422,The Departed,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan, James Badge Dale, David O'Hara, Mark Rolston, Robert Wahlberg, Kristen Dalton","Drama, Thriller, Crime",2006-10-04,90000000
350,The Devil Wears Prada,David Frankel,"Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci, Simon Baker, Adrian Grenier, Tracie Thoms, Rich Sommer, Daniel Sunjata, David Marshall Grant, James Naughton, Tibor Feldman, Rebecca Mader, Jimena Hoyos, Gisele Bündchen","Drama, Comedy",2006-06-29,35000000
2013,The Diving Bell and the Butterfly,Julian Schnabel,"Mathieu Amalric, Emmanuelle Seigner, Marie-Josée Croze, Anne Consigny, Patrick Chesnais, Niels Arestrup, Olatz López Garmendia, Jean-Pierre Cassel, Marina Hands, Max von Sydow, Isaach de Bankolé, Emma de Caunes, Jean-Philippe Écoffey, Gérard Watkins, Nicolas Le Riche","Drama, History",2007-05-23,14000020
20024,The End of the Affair,Neil Jordan,"Ralph Fiennes, Julianne Moore, Stephen Rea, James Bolam, Ian Hart, Jason Isaacs, Deborah Findlay, Sam Bould, Cyril Shaps, Simon Turner, Heather-Jay Jones, Nicholas Hewetson, Jack McKenzie, Penny Morrell, Simon Fisher-Turner","Romance, Drama",1999-12-03,23000000
409,The English Patient,Anthony Minghella,"Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas, Naveen Andrews, Colin Firth, Julian Wadham, Torri Higginson, Jürgen Prochnow, Kevin Whately, Clive Merrison, Nino Castelnuovo, Hichem Rostom, Peter Rühring, Geordie Johnson","Drama, Romance, War",1996-11-14,27000000
9427,The Full Monty,Peter Cattaneo,"Robert Carlyle, Mark Addy, Wim Snape, Steve Huison, Tom Wilkinson, Paul Barber, Hugo Speer, Lesley Sharp, Emily Woof, Deirdre Costello, Paul Butterworth, Dave Hill, Bruce Jones, Andrew Livingston, Vinny Dhillon",Comedy,1997-08-13,3500000
497,The Green Mile,Frank Darabont,"Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell, Michael Jeter, Graham Greene, Doug Hutchison, Sam Rockwell, Barry Pepper, Jeffrey DeMunn, Patricia Clarkson, Harry Dean Stanton, Dabbs Greer, Eve Brent","Fantasy, Drama, Crime",1999-12-10,60000000
590,The Hours,Stephen Daldry,"Julianne Moore, Nicole Kidman, Meryl Streep, Stephen Dillane, Miranda Richardson, Linda Bassett, Lyndsey Marshal, Christian Coulson, Michael Culkin, Charley Ramm, Sophie Wyburd, George Loftus, John C. Reilly, Toni Collette, Ed Harris",Drama,2002-12-27,25000000
10400,The Hurricane,Norman Jewison,"Denzel Washington, Vicellous Shannon, Deborah Kara Unger, Liev Schreiber, John Hannah, Dan Hedaya, Debbi Morgan, Clancy Brown, David Paymer, Harris Yulin, Rod Steiger, Badja Djola, Vincent Pastore, Al Waxman, David Lansbury",Drama,1999-09-17,50000000
12162,The Hurt Locker,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty, David Morse, Guy Pearce, Evangeline Lilly, Ralph Fiennes, Christian Camargo, Christopher Sayegh, David Gueriera, Nabil Koni, Sam Spruell, Sam Redford, Erin Gann, Malcolm Barrett","Drama, Thriller, War",2008-10-10,15000000
9008,The Insider,Michael Mann,"Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora, Philip Baker Hall, Lindsay Crouse, Debi Mazar, Stephen Tobolowsky, Colm Feore, Bruce McGill, Gina Gershon, Michael Gambon, Rip Torn, Lynne Thigpen, Hallie Eisenberg","Drama, Thriller",1999-10-28,90000000
1523,The Last King of Scotland,Kevin Macdonald,"Forest Whitaker, James McAvoy, Simon McBurney, Gillian Anderson, Kerry Washington, David Oyelowo, Abby Mukiibi Nkaaga, Adam Kotz, Barbara Rafferty, David Ashton, Sarah Nagayi, Stephen Rwangyezi, Sam Okelo, Dick Stockley, Chris Wilson",Drama,2006-09-27,6000000
616,The Last Samurai,Edward Zwick,"Tom Cruise, Ken Watanabe, Timothy Spall, Tony Goldwyn, Hiroyuki Sanada, Koyuki, Shin Koyamada, Billy Connolly, Togo Igawa, Shichinosuke Nakamura, Masato Harada, William Atherton, Chad Lindberg, Scott Wilson, Ray Godshall Sr.","Drama, Action, War",2003-12-05,140000000
36811,The Last Station,Michael Hoffman,"Helen Mirren, Christopher Plummer, Paul Giamatti, James McAvoy, John Sessions, Patrick Kennedy, Kerry Condon, Anne-Marie Duff, Tomas Spencer, David Masterson, Christian Gaul, Wolfgang Häntsch","Drama, Romance",2009-09-04,0
120,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Ian Holm, Liv Tyler, Christopher Lee, Sean Bean, Billy Boyd, Dominic Monaghan, John Rhys-Davies, Orlando Bloom, Cate Blanchett, Hugo Weaving, Andy Serkis","Adventure, Fantasy, Action",2001-12-18,93000000
122,The Lord of the Rings: The Return of the King,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis, Dominic Monaghan, Billy Boyd, John Noble, David Wenham, Miranda Otto, Bernard Hill, John Rhys-Davies, Orlando Bloom, Hugo Weaving, Liv Tyler","Adventure, Fantasy, Action",2003-12-17,94000000
121,The Lord of the Rings: The Two Towers,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis, John Rhys-Davies, Orlando Bloom, Bernard Hill, Miranda Otto, Dominic Monaghan, Billy Boyd, Christopher Lee, Cate Blanchett, Liv Tyler, Hugo Weaving","Adventure, Fantasy, Action",2002-12-18,79000000
7980,The Lovely Bones,Peter Jackson,"Saoirse Ronan, Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci, Rose McIver, Michael Imperioli, Carolyn Dando, Christian Ashdale, Reece Ritchie, Nikki SooHoo, Jake Abel, AJ Michalka, Tom McCarthy, Stink Fisher","Fantasy, Drama",2009-12-26,65000000
28089,The Messenger,Oren Moverman,"Ben Foster, Woody Harrelson, Jena Malone, Eamonn Walker, Samantha Morton, Steve Buscemi, Dale Soules, Stevie Ray Dallimore, Michael Chernus, Yaya DaCosta, Marceline Hugot, Lindsay Michelle Nader, Gaius Charles, Brendan Sexton III, Peter Francis James","Drama, Romance",2009-11-13,6500000
25189,The Mirror Has Two Faces,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Pierce Brosnan, Lauren Bacall, Mimi Rogers, George Segal, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooks, Amber Smith, David Kinzie","Comedy, Drama, Romance",1996-11-15,42000000
1630,The People vs. Larry Flynt,Miloš Forman,"Woody Harrelson, Courtney Love, Edward Norton, Brett Harrelson, Donna Hanover, James Cromwell, Crispin Glover, Vincent Schiavelli, Miles Chapin, James Carville, Richard Paul, Burt Neuborne, Jan Tříska, Cody Block, Ryan Post",Drama,1996-12-25,36000000
423,The Pianist,Roman Polanski,"Adrien Brody, Thomas Kretschmann, Frank Finlay, Maureen Lipman, Emilia Fox, Ed Stoppard, Julia Rayner, Jessica Kate Meyer, Michał Żebrowski, Wanja Mues, Richard Ridings, Nomi Sharron, Anthony Milner, Lucy Skeaping, Roddy Skeaping","Drama, War",2002-09-17,35000000
36758,The Portrait of a Lady,Jane Campion,"Nicole Kidman, John Malkovich, Barbara Hershey, Mary-Louise Parker, Christian Bale, Shelley Winters, Richard E. Grant, Shelley Duvall, John Gielgud, Viggo Mortensen, Martin Donovan, Roger Ashton-Griffiths, Catherine Zago, Alessandra Vanzi, Valentina Cervi","Drama, Romance",1996-10-17,0
